fdc_id,title,current_path,centroid_path,decision,chosen_desc,confidence,skip_reason,rationale
2641535,"PARADISE HOLIDAY FRUIT CHERRY PINEAPPLE MIX, 16 OZ",Pantry > Pie Fillings,Pantry > Gelatin > Gelatin Dessert,proposed,,0.80,low_confidence,"The product is a fruit mix with syrup and preservatives, more akin to a gelatin dessert topping than a pie filling."
1854692,"STROOPWAFELS, CARAMEL",Snack > Candy > Caramel,Frozen > Breakfast > Waffles,other,caramel-filled waffle cookie,0.95,other_jaccard_low_0.33,"Stroopwafels are thin waffle cookies with caramel filling, not frozen waffles or candy."
1914456,"STROOPWAFEL, CARAMEL",Snack > Candy > Caramel,Bakery > Crepes,other,"stroopwafel, caramel",0.95,other_jaccard_low_0.25,"Stroopwafel is a Dutch waffle cookie with caramel filling, not a candy or a crepe."
2664471,"STROOPWAFELS, CARAMEL",Snack > Candy > Caramel,Frozen > Breakfast > Waffles,other,stroopwafel cookie,0.95,other_jaccard_low_0.25,"Stroopwafels are thin waffle cookies with caramel filling, not frozen waffles or candy; they belong in a cookie or snack category."
2613705,12OZ 12PK CANS BLACKCHERRY,Beverage > Carbonated > Black Cherry,Beverage > Sparkling Water > Seltzer,proposed,,0.80,low_confidence,"The product is a carbonated beverage with high fructose corn syrup and artificial flavors, which fits better as a soda or flavored sparkling water than a specif"
2557771,12OZ ROOTBEER CLASSIC,Pantry > Mixes > Drink Mix,Beverage > Sparkling Water > Seltzer,other,carbonated soft drink,1.00,other_jaccard_low_0.40,"Root beer is a sweet carbonated soft drink, not a drink mix or seltzer."
2467521,"PHILLY CHEESE STEAK MAC & CHEESE THINLY SLICED BEEF WITH RED & GREEN PEPPERS, ON",Pantry > Canned Vegetables > Mushrooms,Pantry > Sauces & Salsas > Cheese Sauce,other,frozen beef mac and cheese entree,1.00,other_jaccard_low_0.50,"The product is a frozen entree with beef, pasta, and cheese sauce, not canned mushrooms or cheese sauce alone."
2642983,"SMOKED PULLED PORK WITH GOUDA MACARONI & CHEESE, SMOKED",Pantry > Pasta > Macaroni,Dairy > Cheese > Gouda > Smoked,other,smoked pulled pork with gouda macaroni and cheese,0.95,other_jaccard_low_0.33,"The product is a prepared meal combining smoked pulled pork and macaroni and cheese, not a standalone pasta or cheese item."
2587608,"SALTED BUTTERY SPREAD, SALTED",Pantry > Spices & Seasonings > Salt,Dairy > Butter > Butter > Sea Salt,other,macadamia oil-based spread,1.00,other_jaccard_low_0.33,"The product is a plant-based oil spread with macadamia oil, not a dairy butter or salt seasoning."
2678481,"MARANATHA, CARAMEL ALMOND SPREAD",Snack > Candy > Caramel,Pantry > Spreads > Chocolate Spread,other,caramel almond butter,0.95,other_jaccard_low_0.40,"Ingredients show it's an almond butter with caramel flavor, not a candy or chocolate spread."
2106456,HORSERADISH CREAMY SUNFLOWER SPREAD,Snack > Nuts,Dairy > Butter > Butter > Salted,other,sunflower seed spread with horseradish,0.95,other_jaccard_low_0.29,"The product is a savory sunflower seed spread, not a nut snack or dairy butter."
2160634,"CRUCHY COOKIE BUTTER, CRUCHY",Snack > Cookies,Dairy > Butter > Butter > Organic,other,cookie butter spread,0.95,other_jaccard_low_0.50,"The product is a cookie-based spread, not a cookie itself nor a dairy butter, so it belongs in a spreads or nut/seed butter alternative category."
2471172,"CREAMY SPICED COOKIE BUTTER SPREAD, CREAMY",Snack > Cookies,Dairy > Butter > Butter,other,cookie butter spread,0.95,other_jaccard_low_0.50,"The product is a spread made from speculoos cookies, not a dairy butter, and it's not a cookie itself; it's a spread similar to nut butters but made from cookie"
2428223,"CREAMY COOKIE BUTTER, CREAMY",Snack > Cookies,Dairy > Butter > Butter,other,cookie butter spread,0.95,other_jaccard_low_0.50,"The product is a creamy spread made from cookies, not a dairy butter, and it's not a cookie itself; it belongs in spreads or nut/seed butters category."
2627073,"CASHEW SPREAD, PEPPERCORN",Pantry > Canned Vegetables > Corn,Dairy > Butter > Butter > No Salt Added,other,cashew spread with peppercorn,1.00,other_jaccard_low_0.33,"The product is a savory cashew-based spread, not canned corn or dairy butter."
2627319,"SHARP WHITE CHEDDAR CHEESE, DRIED CRANBERRIES, AND SEA SALTED & ROASTED ALMONDS ",Frozen > Single Entrees > Mac and Cheese,Snack > Nuts > Almonds > Bite Size,other,"cheese, dried cranberries, and almonds snack pack",1.00,other_jaccard_low_0.38,"The product is a snack pack containing cheese, dried cranberries, and almonds, not a frozen mac and cheese or just almonds."
2173256,"MANGO LILIKOI MACADAMIA MILK, MANGO LILIKOI",Dairy > Milk,Snack > Nuts > Macadamia Nuts > Milk Chocolate,other,macadamia nut milk beverage with mango and passion fruit,0.95,other_jaccard_low_0.36,"The product is a plant-based milk beverage made from macadamia nuts, not dairy milk, and not a snack or chocolate-covered nut."
2496562,"POPPING & TOPPING OIL GOURMET POPPING CORN, POPPING & TOPPING OIL",Pantry > Canned Vegetables > Corn,Snack > Popcorn > Popping Corn > Butter,other,flavored soybean oil for popping corn,0.95,other_jaccard_low_0.33,"The product is a flavored oil used for popping corn, not canned vegetables or popcorn itself."
1626627,"CONDENSED SOUP, TOMATO CHIPOTLE & OLIVE OIL",Pantry > Oil > Olive Oil,Pantry > Canned Vegetables > Tomatoes > Reduced Sodium,other,canned condensed tomato chipotle soup,1.00,other_jaccard_low_0.33,"The product is a condensed soup with tomato, chipotle, and olive oil, not olive oil itself nor canned tomatoes."
2036086,"KRINOS, IMPORTED KALAMATA OLIVES IN VINEGAR BRINE",Pantry > Vinegar,Pantry > Dips & Spreads > Olive Spread,other,kalamata olives in brine,1.00,other_jaccard_low_0.25,"The product is whole olives in vinegar brine, not vinegar itself nor a spread, so it belongs in a pickled/brined olives category."
1471169,"CHEESEBURGER SIMPLY SKILLETS PASTA & SAUCE MIX, CHEESEBURGER",Pantry > Sauces & Salsas > Sauce,Frozen > Skillet Meals > Cheeseburger Skillet,other,pasta dinner mix with cheeseburger flavor,0.95,other_jaccard_low_0.38,"The product is a dry pasta and sauce mix, not a sauce alone nor a frozen skillet meal."
1636009,"CHICKEN HELPER, ULTIMATE PASTA AND SEASONING MIX, CREAMY PARMESAN ALFREDO, CREAM",Pantry > Spices & Seasonings > Seasoning,Frozen > Single Entrees > Chicken Alfredo,other,pasta dinner mix with seasoning,0.95,other_jaccard_low_0.43,"The product is a dry pasta and seasoning mix, not a frozen single entree, and it's more specific than a generic seasoning."
2659675,"TRI-COLOR GNOCCHI WITH POTATO, TOMATO & SPINACH, TRI-COLOR",Pantry > Canned Vegetables > Tomatoes,Pantry > Pasta > Plant Based,other,potato gnocchi with tomato and spinach,0.95,other_jaccard_low_0.27,"The product is a fresh pasta-like gnocchi, not canned tomatoes or plant-based pasta, so neither path fits."
2678576,"POTATO GNOCCHI WITH TOMATO, TOMATO",Pantry > Canned Vegetables > Tomatoes,Pantry > Pasta > Plant Based,other,potato gnocchi with tomato,1.00,other_jaccard_low_0.29,"The product is potato gnocchi, not canned tomatoes or plant-based pasta; it belongs in a pasta or gnocchi category."
614194,"406 WHOLEWHEAT PASTRY QUICHE 8.5""",Bakery > Rolls,Bakery > Bread > Round,other,savory pastry quiche crust,0.95,other_jaccard_low_0.40,"The product is a whole wheat pastry quiche crust, not a roll or round bread, and the branded category is Savoury Bakery Products."
2630763,"GARDEN VEGETABLE SALAD ROLL, GARDEN VEGETABLE",Bakery > Rolls,Produce > Salad Kits > Garden Salad,other,fresh vegetable spring roll with peanut sauce,0.95,other_jaccard_low_0.27,"The item is a fresh vegetable salad roll with peanut sauce, not a bakery roll or a garden salad kit."
2303272,"PEANUT FLAVORED PROTEIN WITH DUTCH COCOA PLANT POWDER, PEANUT",Beverage > Protein Drinks > Protein Shake > High Protein,Dairy > Butter > Butter > Powder > Reduced Fat,other,peanut flavored protein powder with cocoa,0.95,other_jaccard_low_0.38,"The product is a powdered protein supplement with peanut and cocoa flavors, not a beverage or dairy butter."
2602016,DIRTY DILL COCKTAIL CORNICHONS,Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Onions > Cocktail,other,pickled cucumbers (cornichons),1.00,other_jaccard_low_0.20,"The product is pickled cucumbers (cornichons), not corn or cocktail onions."
1854601,"MUSETTE, COCKTAIL CORNICHONS, FRENCH RECIPE",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Onions > Cocktail,other,pickled gherkins (cornichons),1.00,other_jaccard_low_0.20,"The product is pickled gherkins (cornichons), not corn or cocktail onions."
2151240,COMBO PINWHEEL PLATTER,Meal > Sandwiches > Sandwich,Pantry > Pickles,other,assorted pinwheel sandwiches with ham and turkey,0.95,other_jaccard_low_0.22,"The product is a platter of pinwheel sandwiches made with ham, turkey, and lavash bread, not pickles or a generic sandwich."
1938130,"RASPBERRY ACAI SALAD, RASPBERRY ACAI",Produce > Fruit > Raspberries,Meal > Salads > Potato Salad,other,pre-packaged salad kit with dressing,0.95,other_jaccard_low_0.25,"The product is a salad kit with dressing, not a raw fruit or potato salad."
2193280,DIRTY DILL COCKTAIL CORNICHONS,Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Onions > Cocktail,other,pickles (cornichons),1.00,other_jaccard_low_0.33,"The product is pickled cucumbers (cornichons), not corn or cocktail onions."
2026064,PIQUANT & CRUNCHY CORNICHONS,Pantry > Canned Vegetables > Corn > Crunchy,Pantry > Canned Vegetables > Pimientos,other,pickled gherkins (cornichons),1.00,other_jaccard_low_0.20,"Cornichons are small pickled gherkins, not corn or pimientos; the ingredients confirm a pickled vegetable product."
2596394,HOMESTYLE PLANTAIN BITS,Snack > Veggie Snacks > Veggie Straws,Pantry > Pickles,other,fried plantain snack,0.95,other_jaccard_low_0.50,"The product is fried plantain pieces, not a pickle or veggie straw; it belongs in a snack category like chips or plantain snacks."
2288306,"TROPICS, SALTED SHRIMP FRY",Pantry > Spices & Seasonings > Salt,Pantry > Olives,other,seasoned shrimp fry mix,0.95,other_jaccard_low_0.38,"The product is a shrimp fry seasoning mix, not plain salt or olives, based on ingredients including shrimp fry and salt with coloring."
1968793,SEA GREEN SALAD,Snack > Seaweed Snacks,Pantry > Salad Dressings > Potato Salad,other,prepared seaweed salad,0.95,other_jaccard_low_0.40,"The product is a prepared seaweed salad with ingredients like seaweed, sesame oil, and soy sauce, not a snack or a potato salad dressing."
2065236,RASPBERRY ALMONDS,Snack > Nuts > Almonds,Pantry > Pickles > Relish,other,salad mix with raspberries,1.00,other_jaccard_low_0.33,"The product is a spring mix salad with raspberries, not almonds or relish."
2041967,GARLIC & HERB ITALIAN STYLE SEASONINGS,Pantry > Spices & Seasonings > Seasoning,Pantry > Pickles > Garlic,other,marinated mushrooms,0.95,other_jaccard_low_0.40,"The primary ingredient is mushrooms, not a seasoning or pickled garlic, so the product is best described as marinated mushrooms."
2187669,"MEDITERRANEAN GARLIC, MEDITERRANEAN",Pantry > Oil > Olive Oil > Extra Virgin,Pantry > Pickles > Garlic,other,seasoned oil with garlic and herbs,0.95,other_jaccard_low_0.22,"The product is a seasoned oil blend with garlic and herbs, not a pickle or plain olive oil."
398213,CHINESE STEM GINGER IN SYRUP,Snack > Candied Fruit,Pantry > Spices & Seasonings > Ginger,other,candied ginger in syrup,0.90,other_jaccard_low_0.40,"The product is ginger preserved in syrup, which is a confectionery item, not a spice or seasoning, and 'Candied Fruit' is close but not exact since ginger is a "
2486960,FINE-CUT PIZZA BLEND,Snack > Cheese Crisps,Meal > Pizza > Cheese Pizza,other,shredded pizza cheese blend,0.95,other_jaccard_low_0.43,"The product is a blend of shredded mozzarella and provolone cheeses intended for pizza topping, not a snack cheese crisp nor a prepared pizza."
2037056,"IMO'S PIZZA, PROVEL CHEESE",Snack > Cheese Crisps,Meal > Pizza > Cheese Pizza,other,processed cheese product,0.95,other_jaccard_low_0.40,"Ingredients indicate a processed cheese product, not a cheese crisp or pizza."
2009925,"SUN OF ITALY, SHREDDED PIZZA CHEESE BLEND",Snack > Cheese Crisps,Meal > Pizza > Cheese Pizza,other,shredded pizza cheese blend,1.00,other_jaccard_low_0.43,"The product is a shredded cheese blend for pizza, not a snack cheese crisp nor a prepared pizza meal."
1427953,"CHILI PIZZA WITH MEAT SAUCE, CHILI WITH MEAT SAUCE",Frozen > Single Entrees > Chicken Alfredo,Pantry > Sauces & Salsas > Chili Sauce,other,frozen chili pizza with meat sauce,0.95,other_jaccard_low_0.38,"The product is a frozen pizza with chili and meat sauce, not a single chicken alfredo entree or a chili sauce."
1854804,"UNCLE WOODY'S, POPCORN, TRUFFLE SALT, TRUFFLE SALT",Snack > Candy > Truffles,Snack > Nuts > Peanuts > Salted,other,popcorn with truffle seasoning,1.00,other_jaccard_low_0.29,"The product is popcorn with truffle salt, not candy truffles or salted peanuts."
1925054,PIZZA,Snack > Cheese Crisps,Meal > Pizza > Cheese Pizza,proposed,,0.80,low_confidence,"The title is 'PIZZA' and the branded category is 'Cheese', but the ingredients describe a cheese product, not a pizza; however, the proposed path 'Meal > Pizza "
2098111,"PIZZA CLASSIC THIN CRUST, SPINACH & MUSHROOM",Pantry > Canned Vegetables > Mushrooms,Pantry > Baking Mixes > Pizza Crust Mix,other,frozen pizza with spinach and mushroom,1.00,other_jaccard_low_0.43,"The product is a prepared frozen pizza, not canned mushrooms or pizza crust mix."
1866777,"STIRS THE SOUL, BANANAS + CURRANTS COVERED IN RAW CHOCOLATE, BANANA, CURRANT, BA",Snack > Candy > Chocolate Candy,Snack > Chips > Banana Chips,other,banana and currant covered in raw chocolate,0.95,other_jaccard_low_0.33,"The product is dehydrated banana and currants coated in chocolate, not a chocolate candy bar nor plain banana chips."
1860811,"INSTANT PUDDING, FRENCH VANILLA",Pantry > Spices & Seasonings > Vanilla,Pantry > Spices & Seasonings > Vanilla > Instant,other,"instant pudding mix, french vanilla",1.00,other_jaccard_low_0.43,"The product is a pudding mix, not a spice or seasoning, so both paths are incorrect."
2496553,"LEMON PUDDING, LEMON",Bakery > Cake,Dairy > Pudding > Chocolate,other,lemon pudding,1.00,other_jaccard_low_0.33,"The product is a lemon pudding, not a cake or chocolate pudding, so neither current nor proposed path fits."
2134427,TIRAMISU ITALIAN DESSERT,Bakery > Cake,Frozen > Ice Cream > Gelato > Non-Dairy > Non Dairy,other,frozen tiramisu dessert,0.95,other_jaccard_low_0.50,"The product is a frozen Italian dessert with ladyfingers, mascarpone, and coffee flavors, not a bakery cake or non-dairy gelato."
2147620,SALTED CARAMEL DELIGHT CREAMY SALTED CARAMEL PUDDING OVER RICH CARAMEL SAUCE DEC,Bakery > Cake,Dairy > Pudding > Bread Pudding,proposed,,0.80,low_confidence,"The product is a pudding dessert, not a cake, and the proposed path 'Dairy > Pudding > Bread Pudding' is closer, though it's not bread pudding; however, it's mo"
2649065,"Chocolate Swirls, Whole Grain, Individually Wrapped, 3.6"" x 1.7""",Bakery > Bread > Whole Grain,Bakery > Cake > Whole Grain,other,whole grain chocolate swirl pastry,0.90,other_jaccard_low_0.43,"The product is a chocolate swirl pastry made with whole grain flour, not a bread or cake; it's a sweet baked good similar to a danish or croissant."
2573604,"TROPICAL MANGO PUDDING, TROPICAL MANGO",Bakery > Cake,Dairy > Pudding > Chocolate,other,mango pudding,1.00,other_jaccard_low_0.33,"The product is a mango-flavored pudding, not a cake or chocolate pudding."
1444572,"MERMAID FLAVORED TROPICAL PUDDING, MERMAID",Bakery > Cake,Dairy > Pudding > Chocolate,other,flavored pudding cup,0.95,other_jaccard_low_0.25,"The product is a flavored pudding, not a cake or chocolate pudding, so both paths are incorrect."
2091904,"RAVIOLI, TOMATO & BURRATA CHEESE",Pantry > Canned Vegetables > Tomatoes,Pantry > Pasta > Whole Grain,other,fresh filled pasta with tomato and burrata cheese,0.95,other_jaccard_low_0.31,"The product is a filled ravioli, not canned tomatoes or whole grain pasta, so it belongs in a fresh pasta category."
2322537,ARTISAN CHEESE BLEND SUNDRIED TOMATO RAVIOLI,Pantry > Canned Vegetables > Tomatoes,Pantry > Pasta > Whole Grain,other,fresh pasta with cheese and sundried tomato filling,1.00,other_jaccard_low_0.31,"The product is a filled pasta (ravioli) with cheese and sundried tomato, not canned tomatoes or whole grain pasta."
2384156,"5 CHEESE RAVIOLI WITH VODKA SAUCE SAUTES, 5 CHEESE RAVIOLI WITH VODKA SAUCE",Pantry > Sauces & Salsas > Sauce,Pantry > Pasta > Whole Grain,other,cheese ravioli with vodka sauce,0.95,other_jaccard_low_0.38,"The product is a filled pasta with sauce, not a plain sauce or whole grain pasta."
1922440,CHEESE & BLACK PEPPER RAVIOLI,Pantry > Spices & Seasonings > Pepper,Pantry > Pasta > Whole Grain,other,fresh pasta with cheese filling,1.00,other_jaccard_low_0.33,"The product is a filled pasta (ravioli), not a spice or whole grain pasta; it belongs in a refrigerated or fresh pasta category."
1974850,"RICOTTA SPINACH RAVIOLI WITH TOMATO BASIL, RICOTTA SPINACH RAVIOLI",Pantry > Canned Vegetables > Tomatoes,Pantry > Canned Vegetables > Spinach,other,frozen or refrigerated filled pasta with sauce,1.00,other_jaccard_low_0.38,"The product is a prepared ravioli dish with sauce, not a canned vegetable; both current and proposed paths are incorrect."
2417638,"CORNBREAD DRESSING, CORNBREAD",Meal > Meal Starters,Pantry > Salad Dressings,other,cornbread dressing side dish,0.95,other_jaccard_low_0.17,"The product is a prepared cornbread dressing, not a meal starter or salad dressing, based on ingredients and title."
2067393,GREEK SALAD STARTER,Meal > Meal Starters,Pantry > Salad Dressings > Greek,other,fresh cucumber and tomato mix,0.95,other_jaccard_low_0.25,"The product is a fresh vegetable mix (cucumber and tomato) for making Greek salad, not a dressing or a meal starter kit."
1910477,"DREW'S, ORGANIC RANCH, PEPPERCORN, PEPPERCORN",Pantry > Canned Vegetables > Corn > Organic,Pantry > Canned Vegetables > Corn > Low Fat,other,peppercorn ranch salad dressing,1.00,other_jaccard_low_0.50,"The product is a salad dressing, not canned corn, so both current and proposed paths are incorrect."
2069122,KOREAN GOCHUJANG ORIGINAL SESAME,Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Tahini,other,gochujang-based sauce with sesame,0.95,other_jaccard_low_0.38,"The product is a Korean gochujang sauce with sesame, not a salsa or tahini."
2065503,"ORGANIC PEPPERCORN RANCH, DRESSING & QUICK MARINADE",Pantry > Canned Vegetables > Corn > Organic,Pantry > Canned Vegetables > Corn > Low Fat,other,salad dressing,1.00,other_jaccard_low_0.40,"The product is a salad dressing and marinade, not canned corn; both current and proposed paths are incorrect."
2541437,"PARMESAN PEPPERCORN RANCH DRESSING, PARMESAN PEPPERCORN RANCH",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Low Fat,other,salad dressing,1.00,other_jaccard_low_0.40,"The product is a creamy salad dressing, not canned corn or low-fat canned corn."
1615264,"PEPPERCORN RANCH DRESSING, PEPPERCORN RANCH",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Low Fat,other,salad dressing,1.00,other_jaccard_low_0.40,"The product is a creamy peppercorn ranch dressing, not a canned vegetable or low-fat variant of corn."
1618020,"PEPPERCORN RANCH SALAD DRESSING, PEPPERCORN RANCH",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Low Fat,other,"salad dressing, peppercorn ranch",1.00,other_jaccard_low_0.50,"The product is a salad dressing, not a canned vegetable or low-fat corn."
2383987,"JALAPENO BACON CHEESE AIOLI, JALAPENO BACON CHEESE",Pantry > Sauces & Salsas > Salsa,Dairy > Cheese > Cream Cheese > Jalapeno,other,"aioli, jalapeno bacon cheese",1.00,other_jaccard_low_0.40,"The product is an aioli (a type of mayonnaise-based sauce), not a salsa or a cream cheese, so neither current nor proposed path fits."
2098989,"DRESSING, PEPPERCORN RANCH",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Low Fat,other,peppercorn ranch dressing,1.00,other_jaccard_low_0.33,"The product is a salad dressing, not canned corn or low-fat canned corn."
2168775,"OLD-FASHIONED CORNBREAD DRESSING, OLD-FASHIONED",Meal > Meal Starters,Bakery > Bread > Cornbread,other,prepared stuffing/dressing mix,0.95,other_jaccard_low_0.33,"The product is a prepared savory dressing, not a meal starter or plain cornbread."
2467120,"ENDLESS SUMMER SWISS CHEESE, SUNFLOWER SEEDS, ROMAINE LETTUCE, RED CABBAGE, SUMM",Bakery > Croutons,Produce > Vegetables > Carrots > Chopped > Red,other,salad kit with dressing and cheese,1.00,other_jaccard_low_0.33,"The product is a pre-packaged salad kit containing vegetables, dressing, and cheese, not croutons or just chopped carrots."
2467326,"BLUEBERRY BLISS BABY SPINACH, RED CHARD, CARROTS, BLUEBERRY LEMON DRESSING, DRIE",Meal > Meal Starters,Produce > Vegetables > Carrots > Chopped > Red,other,pre-packaged salad kit with dressing and toppings,0.95,other_jaccard_low_0.20,"The product is a complete salad kit with vegetables, dressing, and dried blueberries, not just carrots or a meal starter."
2579821,"POMEGRANATE GREEN CABBAGE, GREEN LEAF LETTUCE, KALE, CARROTS, RED CABBAGE, GREEN",Meal > Meal Starters,Produce > Vegetables > Carrots > Chopped > Red,other,bagged salad kit with pomegranate dressing,0.95,other_jaccard_low_0.25,"The product is a pre-packaged salad mix with dressing, not a single vegetable or meal starter."
2316309,"SOUTHWEST CHIPOTLE WITH CHIA & FLAX BREAKFAST TOPPERS, SOUTHWEST CHIPOTLE WITH C",Pantry > Spices & Seasonings > Seasoning,Pantry > Sauces & Salsas > Hot Sauce > Chipotle,other,breakfast topper with seeds and spices,0.95,other_jaccard_low_0.22,"The product is a dry seed and spice blend intended as a breakfast topper, not a seasoning, hot sauce, or salad dressing."
2286628,"PERI PERI AIOLI, PERI PERI",Pantry > Sauces & Salsas > Salsa > Organic,Pantry > Salad Dressings > Italian Dressing,other,peri peri aioli,0.95,other_jaccard_low_0.14,"The product is a spicy aioli, not a salsa or Italian dressing; it belongs in a condiment or sauce category like 'Pantry > Sauces & Salsas > Aioli'."
2503191,"CAESAR ROMAINE LETTUCE, CRISPY CROUTONS, CAESAR DRESSING, PARMESAN CHEESE CLASSI",Bakery > Croutons,Bakery > Croutons > Chopped,other,"salad kit with romaine lettuce, croutons, dressing, and cheese",1.00,other_jaccard_low_0.36,"The product is a complete Caesar salad kit, not just croutons or chopped croutons."
2394541,"LEMON ARUGULA SALAD WITH ZESTY LEMON VINAIGRETTE ARUGULA AND BABY GREENS, WHITE ",Bakery > Croutons,Bakery > Croutons > Chopped,other,prepared salad kit with chicken and dressing,1.00,other_jaccard_low_0.33,"The product is a salad kit with chicken and vinaigrette, not a crouton or chopped crouton."
2616109,MEDITERRANEAN OLIVE BRUSCHETTA,Pantry > Sauces & Salsas > Salsa,Produce > Vegetables > Romaine,other,olive bruschetta topping,0.95,other_jaccard_low_0.40,"The product is a savory olive-based topping with vegetables and oil, not a salsa or romaine lettuce."
737306,"ROMAINE LETTUCE, CAESAR DRESSING, SHREDDED CHEESE AND CROUTONS CAESAR SALAD KIT",Bakery > Croutons,Bakery > Croutons > Chopped,other,"caesar salad kit with romaine lettuce, dressing, cheese, and croutons",1.00,other_jaccard_low_0.33,"The product is a complete salad kit, not just croutons or chopped croutons; the current and proposed paths are too narrow."
2072907,"LIGHTLY DRIED GINGER, LIGHTLY DRIED",Snack > Candied Fruit,Snack > Candied Fruit > Candied Ginger,proposed,,0.80,low_confidence,"The product is lightly dried ginger with oil and salt, not candied, but the proposed path 'Candied Ginger' is more specific than the current generic 'Candied Fr"
2657620,PLAIN SOY CRUMBLES,Dairy > Yogurt > Yogurt > Organic,Meal > Pasta Dishes > Pasta Salad,other,plant-based soy protein crumbles,0.95,other_jaccard_low_0.43,"The product is a savory soy-based meat substitute, not a dairy yogurt or pasta salad."
2414665,"TRADITIONAL SEAFOOD SALAD, TRADITIONAL",Pantry > Sauces & Salsas > Salsa,Meal > Salads > Chef Salad,other,seafood salad with imitation crab,0.95,other_jaccard_low_0.50,"The product is a seafood salad with imitation crab, not a salsa or a chef salad."
2670705,"SOUTHWESTERN BEAN&CORN SALSA, SOUTHWESTERN BEAN&CORN",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Medium,other,salsa with beans and corn,1.00,other_jaccard_low_0.30,"The product is a salsa, not plain canned corn; it contains multiple ingredients including tomatoes, beans, and spices, making it a prepared salsa."
2547912,"6-LAYER OF REFRIED BEANS, GUACAMOLE, GARDEN SALSA, CREAMY SALSA, SOUR CREAM AND ",Pantry > Canned Vegetables > Refried Beans,Pantry > Sauces & Salsas > Salsa,other,refried bean dip with guacamole and salsa,0.95,other_jaccard_low_0.20,"The product is a layered dip with refried beans, guacamole, salsa, sour cream, and cheese, not a standalone refried beans or salsa."
1893530,"ARTISAN SALSAS, CHIPOTLE CORN & CHILI",Pantry > Canned Vegetables > Corn,Pantry > Canned Vegetables > Corn > Medium,other,salsa with corn and chipotle,0.95,other_jaccard_low_0.33,"The product is a salsa, not plain canned corn, and the proposed path is too specific and still incorrect."
2615636,"TANGY LEMON CAPER SAUCE, LEMON",Pantry > Canned Vegetables > Capers,Pantry > Sauces & Salsas > Sauce > Asian,other,lemon caper sauce,0.95,other_jaccard_low_0.29,"The product is a sauce with capers, not canned capers or an Asian sauce; it belongs in a general sauce category."
2423347,"5 LAYER REFRIED BEANS, GUACAMOLE, SALSA, SOUR CREAM AND CHEDDAR CHEESE DIP, 5 LA",Pantry > Canned Vegetables > Refried Beans,Pantry > Sauces & Salsas > Salsa,other,"refried bean dip with guacamole, salsa, sour cream, and cheese",0.95,other_jaccard_low_0.27,"The product is a multi-layer dip containing refried beans, guacamole, salsa, sour cream, and cheese, which is best described as a layered dip rather than plain "
2539356,"SWEET & SPICY GREEN CURRY, SWEET & SPICY",Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Barbecue Sauce > Sweet,other,Thai green curry sauce,1.00,other_jaccard_low_0.43,"The product is a Thai green curry sauce, not a salsa or barbecue sauce, based on ingredients like coconut milk, curry paste, and fish sauce."
2506755,"HOT FLAME ROASTED HATCH VALLEY GREEN CHILE, HOT FLAME ROASTED",Pantry > Sauces & Salsas > Salsa > Hot,Pantry > Sauces & Salsas > Hot Sauce,proposed,,0.70,low_confidence,"The product is flame-roasted green chiles, which is a hot sauce/salsa ingredient, but the branded category is 'Ketchup, Mustard, BBQ & Cheese Sauce' which is a "
2025155,PANANG CURRY,Pantry > Sauces & Salsas > Salsa,Pantry > Sauces & Salsas > Salsa > Paste,other,curry sauce,0.95,other_jaccard_low_0.40,"The product is a panang curry sauce, not a salsa or paste; it belongs in a curry sauce category."
1462956,TIKKA MASALA,Pantry > Sauces & Salsas > Salsa,Meal > Pasta Dishes > Chicken Tikka Masala,other,Indian simmer sauce,0.95,other_jaccard_low_0.33,"The product is a sauce for cooking, not a prepared meal or salsa, so it belongs in a sauce category like 'Indian simmer sauce'."
2452772,"TIKKA MASALA, TIKKA",Pantry > Sauces & Salsas > Salsa,Meal > Pasta Dishes > Chicken Tikka Masala,other,Indian simmer sauce,0.95,other_jaccard_low_0.33,"The product is a tikka masala sauce, not a salsa or a prepared pasta dish; it belongs in ethnic sauces."
2680213,ANCHOVY PASTE,Pantry > Sauces & Salsas > Sauce,Pantry > Spices & Seasonings > Salt,other,anchovy paste in oil,0.95,other_jaccard_low_0.33,"Anchovy paste is a fish-based condiment, not a salt or a general sauce; it belongs in a category like canned/preserved fish or condiments."
2299516,"MONTMORENCY CHERRY HAM GLAZE, MONTMORENCY CHERRY",Pantry > Sauces & Salsas > Salsa,Pantry > Spices & Seasonings > Seasoning > Liquid,proposed,,0.00,low_confidence,"The product is a liquid glaze used as a seasoning, not a salsa, so the proposed path 'Liquid' under 'Seasoning' is more appropriate."
